Season,Round,Event,Driver,Team,Grid_Pos,Quali_Delta,Prev_Year_Race_Pos,Is_Rookie,Race_AirTemp,Race_TrackTemp,Race_Humidity,Race_Rainfall,Race_WindSpeed,Race_WindDirection,Pitstops,Status,Points,Final_Pos
2025,11,Austrian Grand Prix,LEC,Ferrari,,0.5210000000000079,20,1,30.347826086956523,49.166459627329196,31.981366459627328,0,1.6180124223602483,93.80124223602485,2,Finished,15.0,3.0
2025,11,Austrian Grand Prix,HAM,Ferrari,,0.6109999999999971,20,1,30.347826086956523,49.166459627329196,31.981366459627328,0,1.6180124223602483,93.80124223602485,2,Finished,12.0,4.0
2025,11,Austrian Grand Prix,RUS,Mercedes,,0.7920000000000087,20,1,30.347826086956523,49.166459627329196,31.981366459627328,0,1.6180124223602483,93.80124223602485,2,Finished,10.0,5.0
2025,11,Austrian Grand Prix,LAW,Racing Bulls,,0.9550000000000054,20,1,30.347826086956523,49.166459627329196,31.981366459627328,0,1.6180124223602483,93.80124223602485,1,Finished,8.0,6.0
2025,11,Austrian Grand Prix,ALO,Aston Martin,,1.1570000000000036,20,1,30.347826086956523,49.166459627329196,31.981366459627328,0,1.6180124223602483,93.80124223602485,1,Lapped,6.0,7.0
2025,11,Austrian Grand Prix,BOR,Kick Sauber,,1.1610000000000085,20,1,30.347826086956523,49.166459627329196,31.981366459627328,0,1.6180124223602483,93.80124223602485,2,Lapped,4.0,8.0
2025,11,Austrian Grand Prix,HUL,Kick Sauber,,1.634999999999998,20,1,30.347826086956523,49.166459627329196,31.981366459627328,0,1.6180124223602483,93.80124223602485,2,Lapped,2.0,9.0
2025,11,Austrian Grand Prix,OCO,Haas F1 Team,,1.3930000000000078,20,1,30.347826086956523,49.166459627329196,31.981366459627328,0,1.6180124223602483,93.80124223602485,2,Lapped,1.0,10.0
2025,11,Austrian Grand Prix,BEA,Haas F1 Team,,1.341000000000001,20,1,30.347826086956523,49.166459627329196,31.981366459627328,0,1.6180124223602483,93.80124223602485,2,Lapped,0.0,11.0
2025,11,Austrian Grand Prix,HAD,Racing Bulls,,1.2550000000000026,20,1,30.347826086956523,49.166459627329196,31.981366459627328,0,1.6180124223602483,93.80124223602485,2,Lapped,0.0,12.0
2025,11,Austrian Grand Prix,GAS,Alpine,,1.6780000000000044,20,1,30.347826086956523,49.166459627329196,31.981366459627328,0,1.6180124223602483,93.80124223602485,2,Lapped,0.0,13.0
2025,11,Austrian Grand Prix,STR,Aston Martin,,1.357999999999997,20,1,30.347826086956523,49.166459627329196,31.981366459627328,0,1.6180124223602483,93.80124223602485,2,Lapped,0.0,14.0
2025,11,Austrian Grand Prix,COL,Alpine,,1.3170000000000002,20,1,30.347826086956523,49.166459627329196,31.981366459627328,0,1.6180124223602483,93.80124223602485,2,Lapped,0.0,15.0
2025,11,Austrian Grand Prix,TSU,Red Bull Racing,,1.3980000000000032,20,1,30.347826086956523,49.166459627329196,31.981366459627328,0,1.6180124223602483,93.80124223602485,3,Lapped,0.0,16.0
2025,12,British Grand Prix,NOR,McLaren,,0.11800000000000921,20,1,17.91741935483871,23.578709677419354,78.3741935483871,1,1.4832258064516128,139.00645161290322,2,Finished,25.0,1.0
2025,12,British Grand Prix,PIA,McLaren,,0.10300000000000864,20,1,17.91741935483871,23.578709677419354,78.3741935483871,1,1.4832258064516128,139.00645161290322,2,Finished,18.0,2.0
2025,12,British Grand Prix,HUL,Kick Sauber,,1.6820000000000022,20,1,17.91741935483871,23.578709677419354,78.3741935483871,1,1.4832258064516128,139.00645161290322,2,Finished,15.0,3.0
2025,12,British Grand Prix,HAM,Ferrari,,0.20300000000000296,20,1,17.91741935483871,23.578709677419354,78.3741935483871,1,1.4832258064516128,139.00645161290322,2,Finished,12.0,4.0
2025,12,British Grand Prix,VER,Red Bull Racing,,0.0,20,1,17.91741935483871,23.578709677419354,78.3741935483871,1,1.4832258064516128,139.00645161290322,2,Finished,10.0,5.0
2025,12,British Grand Prix,GAS,Alpine,,0.8930000000000007,20,1,17.91741935483871,23.578709677419354,78.3741935483871,1,1.4832258064516128,139.00645161290322,2,Finished,8.0,6.0
2025,12,British Grand Prix,STR,Aston Martin,,1.612000000000009,20,1,17.91741935483871,23.578709677419354,78.3741935483871,1,1.4832258064516128,139.00645161290322,3,Finished,6.0,7.0
2025,12,British Grand Prix,ALB,Williams,,0.9969999999999999,20,1,17.91741935483871,23.578709677419354,78.3741935483871,1,1.4832258064516128,139.00645161290322,2,Finished,4.0,8.0
2025,12,British Grand Prix,ALO,Aston Martin,,0.7289999999999992,20,1,17.91741935483871,23.578709677419354,78.3741935483871,1,1.4832258064516128,139.00645161290322,2,Finished,2.0,9.0
2025,12,British Grand Prix,RUS,Mercedes,,0.13700000000000045,20,1,17.91741935483871,23.578709677419354,78.3741935483871,1,1.4832258064516128,139.00645161290322,2,Finished,1.0,10.0
2025,12,British Grand Prix,BEA,Haas F1 Team,,0.5790000000000077,20,1,17.91741935483871,23.578709677419354,78.3741935483871,1,1.4832258064516128,139.00645161290322,2,Finished,0.0,11.0
2025,12,British Grand Prix,SAI,Williams,,0.8539999999999992,20,1,17.91741935483871,23.578709677419354,78.3741935483871,1,1.4832258064516128,139.00645161290322,2,Finished,0.0,12.0
2025,12,British Grand Prix,OCO,Haas F1 Team,,1.058000000000007,20,1,17.91741935483871,23.578709677419354,78.3741935483871,1,1.4832258064516128,139.00645161290322,2,Finished,0.0,13.0
2025,12,British Grand Prix,LEC,Ferrari,,0.2289999999999992,20,1,17.91741935483871,23.578709677419354,78.3741935483871,1,1.4832258064516128,139.00645161290322,2,Finished,0.0,14.0
2025,12,British Grand Prix,TSU,Red Bull Racing,,0.9339999999999975,20,1,17.91741935483871,23.578709677419354,78.3741935483871,1,1.4832258064516128,139.00645161290322,2,Lapped,0.0,15.0
2025,14,Hungarian Grand Prix,NOR,McLaren,,0.5229999999999961,20,1,22.082165605095543,32.72993630573249,57.24203821656051,0,2.150955414012739,258.80254777070064,1,Finished,25.0,1.0
2025,14,Hungarian Grand Prix,PIA,McLaren,,0.5079999999999956,20,1,22.082165605095543,32.72993630573249,57.24203821656051,0,2.150955414012739,258.80254777070064,2,Finished,18.0,2.0
2025,14,Hungarian Grand Prix,RUS,Mercedes,,0.5349999999999966,20,1,22.082165605095543,32.72993630573249,57.24203821656051,0,2.150955414012739,258.80254777070064,2,Finished,15.0,3.0
2025,14,Hungarian Grand Prix,LEC,Ferrari,,0.4819999999999993,20,1,22.082165605095543,32.72993630573249,57.24203821656051,0,2.150955414012739,258.80254777070064,2,Finished,12.0,4.0
2025,14,Hungarian Grand Prix,ALO,Aston Martin,,0.590999999999994,20,1,22.082165605095543,32.72993630573249,57.24203821656051,0,2.150955414012739,258.80254777070064,1,Finished,10.0,5.0
2025,14,Hungarian Grand Prix,BOR,Kick Sauber,,0.8349999999999937,20,1,22.082165605095543,32.72993630573249,57.24203821656051,0,2.150955414012739,258.80254777070064,1,Finished,8.0,6.0
2025,14,Hungarian Grand Prix,STR,Aston Martin,,0.6080000000000041,20,1,22.082165605095543,32.72993630573249,57.24203821656051,0,2.150955414012739,258.80254777070064,1,Finished,6.0,7.0
2025,14,Hungarian Grand Prix,LAW,Racing Bulls,,0.9309999999999974,20,1,22.082165605095543,32.72993630573249,57.24203821656051,0,2.150955414012739,258.80254777070064,1,Finished,4.0,8.0
2025,14,Hungarian Grand Prix,VER,Red Bull Racing,,0.8379999999999939,20,1,22.082165605095543,32.72993630573249,57.24203821656051,0,2.150955414012739,258.80254777070064,2,Finished,2.0,9.0
2025,14,Hungarian Grand Prix,ANT,Mercedes,,1.4959999999999951,20,1,22.082165605095543,32.72993630573249,57.24203821656051,0,2.150955414012739,258.80254777070064,1,Lapped,1.0,10.0
2025,14,Hungarian Grand Prix,HAD,Racing Bulls,,1.0250000000000057,20,1,22.082165605095543,32.72993630573249,57.24203821656051,0,2.150955414012739,258.80254777070064,1,Lapped,0.0,11.0
2025,14,Hungarian Grand Prix,HAM,Ferrari,,0.8119999999999976,20,1,22.082165605095543,32.72993630573249,57.24203821656051,0,2.150955414012739,258.80254777070064,1,Lapped,0.0,12.0
2025,14,Hungarian Grand Prix,HUL,Kick Sauber,,1.1910000000000025,20,1,22.082165605095543,32.72993630573249,57.24203821656051,0,2.150955414012739,258.80254777070064,2,Lapped,0.0,13.0
2025,14,Hungarian Grand Prix,SAI,Williams,,0.8910000000000053,20,1,22.082165605095543,32.72993630573249,57.24203821656051,0,2.150955414012739,258.80254777070064,2,Lapped,0.0,14.0
2025,14,Hungarian Grand Prix,ALB,Williams,,1.3329999999999984,20,1,22.082165605095543,32.72993630573249,57.24203821656051,0,2.150955414012739,258.80254777070064,2,Lapped,0.0,15.0
2025,14,Hungarian Grand Prix,OCO,Haas F1 Team,,1.1329999999999956,20,1,22.082165605095543,32.72993630573249,57.24203821656051,0,2.150955414012739,258.80254777070064,1,Lapped,0.0,16.0
2025,14,Hungarian Grand Prix,TSU,Red Bull Racing,,1.0090000000000003,20,1,22.082165605095543,32.72993630573249,57.24203821656051,0,2.150955414012739,258.80254777070064,2,Lapped,0.0,17.0
2025,14,Hungarian Grand Prix,COL,Alpine,,1.2690000000000055,20,1,22.082165605095543,32.72993630573249,57.24203821656051,0,2.150955414012739,258.80254777070064,2,Lapped,0.0,18.0
2025,14,Hungarian Grand Prix,GAS,Alpine,,1.0759999999999934,20,1,22.082165605095543,32.72993630573249,57.24203821656051,0,2.150955414012739,258.80254777070064,1,Lapped,0.0,19.0
2025,15,Dutch Grand Prix,PIA,McLaren,,0.0,20,1,20.077358490566034,27.96352201257861,71.17610062893081,0,2.170440251572327,195.125786163522,2,Finished,25.0,1.0
2025,15,Dutch Grand Prix,VER,Red Bull Racing,,0.262999999999991,20,1,20.077358490566034,27.96352201257861,71.17610062893081,0,2.170440251572327,195.125786163522,2,Finished,18.0,2.0
2025,15,Dutch Grand Prix,HAD,Racing Bulls,,0.5459999999999923,20,1,20.077358490566034,27.96352201257861,71.17610062893081,0,2.170440251572327,195.125786163522,2,Finished,15.0,3.0
2025,15,Dutch Grand Prix,RUS,Mercedes,,0.5929999999999893,20,1,20.077358490566034,27.96352201257861,71.17610062893081,0,2.170440251572327,195.125786163522,2,Finished,12.0,4.0
2025,15,Dutch Grand Prix,ALB,Williams,,0.9899999999999949,20,1,20.077358490566034,27.96352201257861,71.17610062893081,0,2.170440251572327,195.125786163522,2,Finished,10.0,5.0
2025,15,Dutch Grand Prix,BEA,Haas F1 Team,,1.5999999999999943,20,1,20.077358490566034,27.96352201257861,71.17610062893081,0,2.170440251572327,195.125786163522,1,Finished,8.0,6.0
2025,15,Dutch Grand Prix,STR,Aston Martin,,5.0,20,1,20.077358490566034,27.96352201257861,71.17610062893081,0,2.170440251572327,195.125786163522,2,Finished,6.0,7.0
2025,15,Dutch Grand Prix,ALO,Aston Martin,,0.9679999999999893,20,1,20.077358490566034,27.96352201257861,71.17610062893081,0,2.170440251572327,195.125786163522,2,Finished,4.0,8.0
2025,15,Dutch Grand Prix,TSU,Red Bull Racing,,0.9599999999999937,20,1,20.077358490566034,27.96352201257861,71.17610062893081,0,2.170440251572327,195.125786163522,2,Finished,2.0,9.0
2025,15,Dutch Grand Prix,OCO,Haas F1 Team,,1.5349999999999966,20,1,20.077358490566034,27.96352201257861,71.17610062893081,0,2.170440251572327,195.125786163522,1,Finished,1.0,10.0
2025,15,Dutch Grand Prix,COL,Alpine,,1.441999999999993,20,1,20.077358490566034,27.96352201257861,71.17610062893081,0,2.170440251572327,195.125786163522,3,Finished,0.0,11.0
2025,15,Dutch Grand Prix,LAW,Racing Bulls,,0.8379999999999939,20,1,20.077358490566034,27.96352201257861,71.17610062893081,0,2.170440251572327,195.125786163522,3,Finished,0.0,12.0
2025,15,Dutch Grand Prix,SAI,Williams,,0.8429999999999893,20,1,20.077358490566034,27.96352201257861,71.17610062893081,0,2.170440251572327,195.125786163522,4,Finished,0.0,13.0
2025,15,Dutch Grand Prix,HUL,Kick Sauber,,1.532999999999987,20,1,20.077358490566034,27.96352201257861,71.17610062893081,0,2.170440251572327,195.125786163522,2,Finished,0.0,14.0
2025,15,Dutch Grand Prix,BOR,Kick Sauber,,0.9599999999999937,20,1,20.077358490566034,27.96352201257861,71.17610062893081,0,2.170440251572327,195.125786163522,2,Finished,0.0,15.0
2025,15,Dutch Grand Prix,ANT,Mercedes,,0.8309999999999889,20,1,20.077358490566034,27.96352201257861,71.17610062893081,0,2.170440251572327,195.125786163522,3,Finished,0.0,16.0
2025,15,Dutch Grand Prix,GAS,Alpine,,0.9749999999999943,20,1,20.077358490566034,27.96352201257861,71.17610062893081,0,2.170440251572327,195.125786163522,1,Finished,0.0,17.0
2025,15,Dutch Grand Prix,NOR,McLaren,,0.012000000000000455,20,1,20.077358490566034,27.96352201257861,71.17610062893081,0,2.170440251572327,195.125786163522,2,Retired,0.0,18.0
2025,16,Italian Grand Prix,VER,Red Bull Racing,,0.0,20,1,26.76111111111111,43.28819444444444,42.604166666666664,0,1.9604166666666663,184.38194444444446,1,Finished,25.0,1.0
2025,16,Italian Grand Prix,NOR,McLaren,,0.07699999999999818,20,1,26.76111111111111,43.28819444444444,42.604166666666664,0,1.9604166666666663,184.38194444444446,1,Finished,18.0,2.0
2025,16,Italian Grand Prix,PIA,McLaren,,0.18999999999999773,20,1,26.76111111111111,43.28819444444444,42.604166666666664,0,1.9604166666666663,184.38194444444446,1,Finished,15.0,3.0
2025,16,Italian Grand Prix,LEC,Ferrari,,0.2150000000000034,20,1,26.76111111111111,43.28819444444444,42.604166666666664,0,1.9604166666666663,184.38194444444446,1,Finished,12.0,4.0
2025,16,Italian Grand Prix,RUS,Mercedes,,0.3649999999999949,20,1,26.76111111111111,43.28819444444444,42.604166666666664,0,1.9604166666666663,184.38194444444446,1,Finished,10.0,5.0
2025,16,Italian Grand Prix,HAM,Ferrari,,0.33199999999999363,20,1,26.76111111111111,43.28819444444444,42.604166666666664,0,1.9604166666666663,184.38194444444446,1,Finished,8.0,6.0
2025,16,Italian Grand Prix,ALB,Williams,,0.7909999999999968,20,1,26.76111111111111,43.28819444444444,42.604166666666664,0,1.9604166666666663,184.38194444444446,1,Finished,6.0,7.0
2025,16,Italian Grand Prix,BOR,Kick Sauber,,0.597999999999999,20,1,26.76111111111111,43.28819444444444,42.604166666666664,0,1.9604166666666663,184.38194444444446,1,Finished,4.0,8.0
2025,16,Italian Grand Prix,ANT,Mercedes,,0.40800000000000125,20,1,26.76111111111111,43.28819444444444,42.604166666666664,0,1.9604166666666663,184.38194444444446,1,Finished,2.0,9.0
2025,16,Italian Grand Prix,HAD,Racing Bulls,,1.125,20,1,26.76111111111111,43.28819444444444,42.604166666666664,0,1.9604166666666663,184.38194444444446,1,Finished,1.0,10.0
2025,16,Italian Grand Prix,SAI,Williams,,0.7360000000000042,20,1,26.76111111111111,43.28819444444444,42.604166666666664,0,1.9604166666666663,184.38194444444446,1,Finished,0.0,11.0
2025,16,Italian Grand Prix,BEA,Haas F1 Team,,0.6539999999999964,20,1,26.76111111111111,43.28819444444444,42.604166666666664,0,1.9604166666666663,184.38194444444446,1,Finished,0.0,12.0
2025,16,Italian Grand Prix,TSU,Red Bull Racing,,0.7270000000000039,20,1,26.76111111111111,43.28819444444444,42.604166666666664,0,1.9604166666666663,184.38194444444446,1,Finished,0.0,13.0
2025,16,Italian Grand Prix,LAW,Racing Bulls,,1.4869999999999948,20,1,26.76111111111111,43.28819444444444,42.604166666666664,0,1.9604166666666663,184.38194444444446,1,Finished,0.0,14.0
2025,16,Italian Grand Prix,OCO,Haas F1 Team,,0.914999999999992,20,1,26.76111111111111,43.28819444444444,42.604166666666664,0,1.9604166666666663,184.38194444444446,1,Lapped,0.0,15.0
2025,16,Italian Grand Prix,GAS,Alpine,,1.3109999999999928,20,1,26.76111111111111,43.28819444444444,42.604166666666664,0,1.9604166666666663,184.38194444444446,1,Lapped,0.0,16.0
2025,16,Italian Grand Prix,COL,Alpine,,1.2000000000000028,20,1,26.76111111111111,43.28819444444444,42.604166666666664,0,1.9604166666666663,184.38194444444446,1,Lapped,0.0,17.0
2025,16,Italian Grand Prix,STR,Aston Martin,,1.1559999999999917,20,1,26.76111111111111,43.28819444444444,42.604166666666664,0,1.9604166666666663,184.38194444444446,1,Lapped,0.0,18.0
2025,17,Azerbaijan Grand Prix,VER,Red Bull Racing,,0.0,20,1,20.551923076923078,26.107051282051284,59.833333333333336,0,1.5070512820512822,160.76282051282053,1,Finished,25.0,1.0
2025,17,Azerbaijan Grand Prix,RUS,Mercedes,,0.9529999999999887,20,1,20.551923076923078,26.107051282051284,59.833333333333336,0,1.5070512820512822,160.76282051282053,1,Finished,18.0,2.0
2025,17,Azerbaijan Grand Prix,SAI,Williams,,0.47799999999999443,20,1,20.551923076923078,26.107051282051284,59.833333333333336,0,1.5070512820512822,160.76282051282053,1,Finished,15.0,3.0
2025,17,Azerbaijan Grand Prix,ANT,Mercedes,,0.5999999999999943,20,1,20.551923076923078,26.107051282051284,59.833333333333336,0,1.5070512820512822,160.76282051282053,1,Finished,12.0,4.0
2025,17,Azerbaijan Grand Prix,LAW,Racing Bulls,,0.5899999999999892,20,1,20.551923076923078,26.107051282051284,59.833333333333336,0,1.5070512820512822,160.76282051282053,1,Finished,10.0,5.0
2025,17,Azerbaijan Grand Prix,TSU,Red Bull Racing,,1.0259999999999962,20,1,20.551923076923078,26.107051282051284,59.833333333333336,0,1.5070512820512822,160.76282051282053,1,Finished,8.0,6.0
2025,17,Azerbaijan Grand Prix,NOR,McLaren,,1.1219999999999999,20,1,20.551923076923078,26.107051282051284,59.833333333333336,0,1.5070512820512822,160.76282051282053,1,Finished,6.0,7.0
2025,17,Azerbaijan Grand Prix,HAM,Ferrari,,1.0660000000000025,20,1,20.551923076923078,26.107051282051284,59.833333333333336,0,1.5070512820512822,160.76282051282053,1,Finished,4.0,8.0
2025,17,Azerbaijan Grand Prix,LEC,Ferrari,,0.402000000000001,20,1,20.551923076923078,26.107051282051284,59.833333333333336,0,1.5070512820512822,160.76282051282053,1,Finished,2.0,9.0
2025,17,Azerbaijan Grand Prix,HAD,Racing Bulls,,1.2549999999999955,20,1,20.551923076923078,26.107051282051284,59.833333333333336,0,1.5070512820512822,160.76282051282053,1,Finished,1.0,10.0
2025,17,Azerbaijan Grand Prix,BOR,Kick Sauber,,1.1599999999999966,20,1,20.551923076923078,26.107051282051284,59.833333333333336,0,1.5070512820512822,160.76282051282053,1,Finished,0.0,11.0
2025,17,Azerbaijan Grand Prix,BEA,Haas F1 Team,,1.5489999999999924,20,1,20.551923076923078,26.107051282051284,59.833333333333336,0,1.5070512820512822,160.76282051282053,1,Finished,0.0,12.0
2025,17,Azerbaijan Grand Prix,ALB,Williams,,2.6610000000000014,20,1,20.551923076923078,26.107051282051284,59.833333333333336,0,1.5070512820512822,160.76282051282053,2,Finished,0.0,13.0
2025,17,Azerbaijan Grand Prix,OCO,Haas F1 Team,,5.0,20,1,20.551923076923078,26.107051282051284,59.833333333333336,0,1.5070512820512822,160.76282051282053,2,Finished,0.0,14.0
2025,17,Azerbaijan Grand Prix,ALO,Aston Martin,,0.7399999999999949,20,1,20.551923076923078,26.107051282051284,59.833333333333336,0,1.5070512820512822,160.76282051282053,1,Finished,0.0,15.0
2025,17,Azerbaijan Grand Prix,HUL,Kick Sauber,,1.7989999999999924,20,1,20.551923076923078,26.107051282051284,59.833333333333336,0,1.5070512820512822,160.76282051282053,1,Finished,0.0,16.0
2025,17,Azerbaijan Grand Prix,STR,Aston Martin,,1.9440000000000026,20,1,20.551923076923078,26.107051282051284,59.833333333333336,0,1.5070512820512822,160.76282051282053,1,Finished,0.0,17.0
2025,17,Azerbaijan Grand Prix,GAS,Alpine,,2.0219999999999914,20,1,20.551923076923078,26.107051282051284,59.833333333333336,0,1.5070512820512822,160.76282051282053,1,Lapped,0.0,18.0
2025,17,Azerbaijan Grand Prix,COL,Alpine,,1.661999999999992,20,1,20.551923076923078,26.107051282051284,59.833333333333336,0,1.5070512820512822,160.76282051282053,1,Lapped,0.0,19.0
2025,18,Singapore Grand Prix,RUS,Mercedes,,0.0,20,1,29.072049689440995,33.85217391304348,74.36024844720497,1,1.1111801242236024,149.72049689440993,1,Finished,25.0,1.0
2025,18,Singapore Grand Prix,VER,Red Bull Racing,,0.18200000000000216,20,1,29.072049689440995,33.85217391304348,74.36024844720497,1,1.1111801242236024,149.72049689440993,1,Finished,18.0,2.0
2025,18,Singapore Grand Prix,NOR,McLaren,,0.42799999999999727,20,1,29.072049689440995,33.85217391304348,74.36024844720497,1,1.1111801242236024,149.72049689440993,1,Finished,15.0,3.0
2025,18,Singapore Grand Prix,PIA,McLaren,,0.36599999999999966,20,1,29.072049689440995,33.85217391304348,74.36024844720497,1,1.1111801242236024,149.72049689440993,1,Finished,12.0,4.0
2025,18,Singapore Grand Prix,ANT,Mercedes,,0.3790000000000049,20,1,29.072049689440995,33.85217391304348,74.36024844720497,1,1.1111801242236024,149.72049689440993,1,Finished,10.0,5.0
2025,18,Singapore Grand Prix,LEC,Ferrari,,0.6260000000000048,20,1,29.072049689440995,33.85217391304348,74.36024844720497,1,1.1111801242236024,149.72049689440993,1,Finished,8.0,6.0
2025,18,Singapore Grand Prix,ALO,Aston Martin,,0.796999999999997,20,1,29.072049689440995,33.85217391304348,74.36024844720497,1,1.1111801242236024,149.72049689440993,1,Finished,6.0,7.0
2025,18,Singapore Grand Prix,HAM,Ferrari,,0.5300000000000011,20,1,29.072049689440995,33.85217391304348,74.36024844720497,1,1.1111801242236024,149.72049689440993,2,Finished,4.0,8.0
2025,18,Singapore Grand Prix,BEA,Haas F1 Team,,0.7099999999999937,20,1,29.072049689440995,33.85217391304348,74.36024844720497,1,1.1111801242236024,149.72049689440993,1,Finished,2.0,9.0
2025,18,Singapore Grand Prix,SAI,Williams,,5.0,20,1,29.072049689440995,33.85217391304348,74.36024844720497,1,1.1111801242236024,149.72049689440993,1,Lapped,1.0,10.0
2025,18,Singapore Grand Prix,HAD,Racing Bulls,,0.6880000000000024,20,1,29.072049689440995,33.85217391304348,74.36024844720497,1,1.1111801242236024,149.72049689440993,1,Lapped,0.0,11.0
2025,18,Singapore Grand Prix,TSU,Red Bull Racing,,1.1949999999999932,20,1,29.072049689440995,33.85217391304348,74.36024844720497,1,1.1111801242236024,149.72049689440993,1,Lapped,0.0,12.0
2025,18,Singapore Grand Prix,STR,Aston Martin,,1.7909999999999968,20,1,29.072049689440995,33.85217391304348,74.36024844720497,1,1.1111801242236024,149.72049689440993,1,Lapped,0.0,13.0
2025,18,Singapore Grand Prix,ALB,Williams,,5.0,20,1,29.072049689440995,33.85217391304348,74.36024844720497,1,1.1111801242236024,149.72049689440993,1,Lapped,0.0,14.0
2025,18,Singapore Grand Prix,LAW,Racing Bulls,,1.161999999999992,20,1,29.072049689440995,33.85217391304348,74.36024844720497,1,1.1111801242236024,149.72049689440993,1,Lapped,0.0,15.0
2025,18,Singapore Grand Prix,COL,Alpine,,1.823999999999998,20,1,29.072049689440995,33.85217391304348,74.36024844720497,1,1.1111801242236024,149.72049689440993,1,Lapped,0.0,16.0
2025,18,Singapore Grand Prix,BOR,Kick Sauber,,1.661999999999992,20,1,29.072049689440995,33.85217391304348,74.36024844720497,1,1.1111801242236024,149.72049689440993,1,Lapped,0.0,17.0
2025,18,Singapore Grand Prix,OCO,Haas F1 Team,,1.831000000000003,20,1,29.072049689440995,33.85217391304348,74.36024844720497,1,1.1111801242236024,149.72049689440993,1,Lapped,0.0,18.0
2025,18,Singapore Grand Prix,GAS,Alpine,,2.1029999999999944,20,1,29.072049689440995,33.85217391304348,74.36024844720497,1,1.1111801242236024,149.72049689440993,2,Lapped,0.0,19.0
2025,18,Singapore Grand Prix,HUL,Kick Sauber,,0.9830000000000041,20,1,29.072049689440995,33.85217391304348,74.36024844720497,1,1.1111801242236024,149.72049689440993,2,Lapped,0.0,20.0
2025,20,Mexico City Grand Prix,NOR,McLaren,,0.0,20,1,26.405555555555555,50.58827160493828,23.234567901234566,0,1.847530864197531,230.47530864197532,1,Finished,25.0,1.0
2025,20,Mexico City Grand Prix,LEC,Ferrari,,0.26200000000000045,20,1,26.405555555555555,50.58827160493828,23.234567901234566,0,1.847530864197531,230.47530864197532,1,Finished,18.0,2.0
2025,20,Mexico City Grand Prix,VER,Red Bull Racing,,0.48399999999999466,20,1,26.405555555555555,50.58827160493828,23.234567901234566,0,1.847530864197531,230.47530864197532,1,Finished,15.0,3.0
2025,20,Mexico City Grand Prix,BEA,Haas F1 Team,,0.8739999999999952,20,1,26.405555555555555,50.58827160493828,23.234567901234566,0,1.847530864197531,230.47530864197532,2,Finished,12.0,4.0
2025,20,Mexico City Grand Prix,PIA,McLaren,,0.5880000000000081,20,1,26.405555555555555,50.58827160493828,23.234567901234566,0,1.847530864197531,230.47530864197532,2,Finished,10.0,5.0
2025,20,Mexico City Grand Prix,ANT,Mercedes,,0.5319999999999965,20,1,26.405555555555555,50.58827160493828,23.234567901234566,0,1.847530864197531,230.47530864197532,2,Finished,8.0,6.0
2025,20,Mexico City Grand Prix,RUS,Mercedes,,0.4480000000000075,20,1,26.405555555555555,50.58827160493828,23.234567901234566,0,1.847530864197531,230.47530864197532,2,Finished,6.0,7.0
2025,20,Mexico City Grand Prix,HAM,Ferrari,,0.35200000000000387,20,1,26.405555555555555,50.58827160493828,23.234567901234566,0,1.847530864197531,230.47530864197532,2,Finished,4.0,8.0
2025,20,Mexico City Grand Prix,OCO,Haas F1 Team,,1.2510000000000048,20,1,26.405555555555555,50.58827160493828,23.234567901234566,0,1.847530864197531,230.47530864197532,1,Finished,2.0,9.0
2025,20,Mexico City Grand Prix,BOR,Kick Sauber,,1.8260000000000076,20,1,26.405555555555555,50.58827160493828,23.234567901234566,0,1.847530864197531,230.47530864197532,1,Finished,1.0,10.0
2025,20,Mexico City Grand Prix,TSU,Red Bull Racing,,1.230000000000004,20,1,26.405555555555555,50.58827160493828,23.234567901234566,0,1.847530864197531,230.47530864197532,1,Finished,0.0,11.0
2025,20,Mexico City Grand Prix,ALB,Williams,,1.9039999999999964,20,1,26.405555555555555,50.58827160493828,23.234567901234566,0,1.847530864197531,230.47530864197532,1,Lapped,0.0,12.0
2025,20,Mexico City Grand Prix,HAD,Racing Bulls,,0.6659999999999968,20,1,26.405555555555555,50.58827160493828,23.234567901234566,0,1.847530864197531,230.47530864197532,1,Lapped,0.0,13.0
2025,20,Mexico City Grand Prix,STR,Aston Martin,,2.019999999999996,20,1,26.405555555555555,50.58827160493828,23.234567901234566,0,1.847530864197531,230.47530864197532,2,Lapped,0.0,14.0
2025,20,Mexico City Grand Prix,GAS,Alpine,,1.960000000000008,20,1,26.405555555555555,50.58827160493828,23.234567901234566,0,1.847530864197531,230.47530864197532,1,Lapped,0.0,15.0
2025,20,Mexico City Grand Prix,COL,Alpine,,2.084000000000003,20,1,26.405555555555555,50.58827160493828,23.234567901234566,0,1.847530864197531,230.47530864197532,1,Lapped,0.0,16.0
2025,20,Mexico City Grand Prix,SAI,Williams,,0.5859999999999985,20,1,26.405555555555555,50.58827160493828,23.234567901234566,0,1.847530864197531,230.47530864197532,3,Retired,0.0,17.0
2025,22,Las Vegas Grand Prix,VER,Red Bull Racing,,0.3230000000000075,20,1,16.73404255319149,19.52978723404255,37.765957446808514,0,1.4368794326241134,171.39716312056737,1,Finished,25.0,1.0
2025,22,Las Vegas Grand Prix,RUS,Mercedes,,0.8689999999999998,20,1,16.73404255319149,19.52978723404255,37.765957446808514,0,1.4368794326241134,171.39716312056737,1,Finished,18.0,2.0
